Sample,Location,Transect,Marker,Marker_depth,Date,Time,Conductivity_75_mid,Do_75_mid,Do_150_mid,NSp,New_Sp,Cum._NSp,Time_Period,Secchi_mid,Temperature_0_mid,Temperature_75_mid,Temperature_150_mid,Temperature_500_5m,Transectstartnotes,Wind_Direction,Wind_Speed,Habitat_Comments,Conductivity_0_5m,Conductivity_0_mid,Conductivity_150_mid,Do_0_mid,End:_Rubble,End:_Silt,Habitat_Date,Habitat_Time,M1_Description,M1lat,M1long,M2lat,M2long,Macro:_Ceratophyllum,Macro:_Myriophyllum,Macro:_Nuphar,Macro:_Nymphaea,Macro:_Potamogeton,Macro:_Vallisneria,Macrophyte_Density,Macrophyte_Observer,Macrophyte_Notes,Secchi_5m,Start:_Rubble,Start:_Silt
11073,HAMH,HH54,,,10/4/2023,12:57:00 AM,,,,4,0,27,2,,21.6,,,,Power (w): 3500?Peak amps:27?Peak Volts:127?Duty Cycle: 20?Hz: 120?,,,Start Lat:43.2755?Start Long:-79.8606?End Lat:43.275?End Long:-79.8604?Temp (C):21.59?DO (mg/L):11.76?SPC COND:546?STD COND:510?pH:7.02?Turb NTU:15.02?Bad bloom crust on surface,,,,,,,10/4/2023,12:57:00 AM,,,,,,,,,,,,1,,,,,
9435,HAMH,HH55,,,5/28/2018,10:19:00 PM,,,,5,0,27,2,,,,,,,,,,,,,,,,5/28/2018,,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,0,,,,,
9460,HAMH,HH55,,,6/26/2018,11:30:00 PM,,,,2,0,27,2,1.9,22.54,,,,,2,2,,,751,,10.87,,,6/26/2018,2:43:00 PM,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,0,,,,,
10116,HAMH,HH55,,,10/11/2018,12:00:00 AM,,,,0,0,27,2,,,,,,,,,,,,,,,,10/11/2018,,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,0,,,,,
10140,HAMH,HH55,,,5/23/2019,10:20:00 PM,,114.1,,7,0,27,2,1,13.61,,,,,,,(Do .75  column) DO% = 114.1,,724,,11.84,,,5/23/2019,8:13:00 PM,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,,,,,,
10240,HAMH,HH55,,,6/12/2019,12:30:00 AM,,100.7,,10,0,27,2,,17.67,8.47,,,,,,(DO .75 column) DO = 100.7%??(temp .75 column) pH = 8.47,,733,,7.584,,,6/12/2019,,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,0,,,,,
10301,HAMH,HH55,,,7/17/2019,12:53:00 AM,,135.5,,1,0,27,2,,24.4,8.74,,,,,,DO = 135.5%??pH = 8.74??SAV = sparse?,,692,,11.32,,,7/17/2019,12:53:00 AM,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,0,,,,,
10377,HAMH,HH55,,,8/21/2019,11:20:00 PM,,137.8,,4,0,27,2,,24.98,9,,,,,,"DO = 137.8%??pH = 9.00??SAV = mod; myriophyllum, ceratophyllum",,560,,11.41,,,8/21/2019,11:20:00 PM,,,,,,1,1,,,,,2,,,,,
10419,HAMH,HH55,,,10/16/2019,12:26:00 AM,,,,8,0,27,2,,14.757,,,,,,,,,520,,8.81,,,10/16/2019,12:26:00 AM,,,,,,,1,,,,,2,CMB,,,,
10553,HAMH,HH55,,,7/16/2020,11:37:00 PM,,,,3,0,27,2,,25.55,,,,,,,,,648,,10.58,,1,7/16/2020,11:37:00 PM,,,,,,,1,,,1,,3,CMB,,,,1
10683,HAMH,HH55,,,9/24/2020,9:17:00 PM,,,,10,0,27,2,,19.674,8.74,27.33,,,,,,,489.7,,12,,,9/24/2020,9:17:00 PM,,,,,,,,,,,,0,,,,,
10573,HAMH,HH55,,,10/20/2020,10:21:00 PM,,,,9,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10778,HAMH,HH55,,,7/28/2021,10:13:00 PM,8.58,,,7,0,27,2,,25.11,,,,,,,ph 8.58?ntu 3.85,,626,3.85,11.11,,,7/28/2021,10:13:00 PM,,43.27084,-79.87028,43.27004,-79.86967,,,,,,,,,,,,
10728,HAMH,HH55,,,8/25/2021,11:59:00 PM,,,,4,0,27,2,,25.79,,,,,4,1,ntu 9.73,,577,9.73,10.58,,,8/25/2021,11:59:00 PM,,43.27081,-79.87016,43.27023,-79.87011,,,,,,,3,,,,,
10823,HAMH,HH55,,,10/19/2021,9:04:00 PM,,,,10,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10829,HAMH,HH55,,,8/4/2022,11:00:00 PM,,8.78,0.82,10,0,27,2,,24,,,,3400 watts,,,ph 8.78?turb .82,,581,,11.66,,,8/4/2022,11:00:00 PM,,,,,,,,,,,,,,,,,
10850,HAMH,HH55,,,10/25/2022,8:16:00 PM,,8.3,1.98,9,0,27,2,,13.52,,,,3500 watts?%20 power,,,ph 8.3?ntu 1.98,,509,,11.2,,,10/25/2022,8:16:00 PM,,43.27083,-79.87032,43.27011,-79.86976,,,,,,,,,,,,
11083,HAMH,HH55,,,9/27/2023,10:46:00 PM,,,,12,0,27,2,,19.1,,,,Power (w): 3700?Peak amps:28?Peak Volts:129?Duty Cycle: 20?Hz: 120,5,1,Start Lat:43.2704?Start Long:-79.8703?End Lat:43.2701?End Long:-79.8695?Temp (C):19.15?DO (mg/L):9.70?SPC COND:304.7?STD COND:270.7?pH:8.46?Turb NTU:5.46,,,,,,,9/27/2023,10:46:00 PM,,,,,,,,,,,,3,,,,,
9436,HAMH,HH56,,,5/28/2018,10:29:00 PM,,,,3,0,27,2,,,,,,,,,,,,,,,,5/28/2018,,,43.2705718,-79.87033576,43.27051928,-79.8693207,,,,,,,0,,,,,
9461,HAMH,HH56,,,6/26/2018,11:40:00 PM,,,,8,0,27,2,,,,,,,2,2,,,,,,,,6/26/2018,,,43.27040769,-79.87031779,43.27013856,-79.86950934,,,,,,,0,,,,,
10108,HAMH,HH56,,,10/11/2018,12:00:00 AM,,,,0,0,27,2,,,,,,,,,,,,,,,,10/11/2018,,,43.2705718,-79.87033576,43.27051928,-79.8693207,,,,,,,0,,,,,
10141,HAMH,HH56,,,5/23/2019,10:59:00 PM,,114.1,,2,0,27,2,1,13.67,,,,Too deep ~2.5m deep transect,,,(Do .75  column) DO% = 114.1,,724,,11.84,,,5/23/2019,8:13:00 PM,,43.2705718,-79.87033576,43.27051928,-79.8693207,,,,,,,,,,,,
10241,HAMH,HH56,,,6/12/2019,12:59:00 AM,,100.7,,3,0,27,2,,17.67,8.47,,,,,,(DO .75 column) DO = 100.7%??(temp .75 column) pH = 8.47,,733,,7.584,,,6/12/2019,,,43.2705718,-79.87033576,43.27051928,-79.8693207,,,,,,,0,,,,,
10302,HAMH,HH56,,,7/17/2019,12:49:00 AM,,135.5,,0,0,27,2,,24.4,8.74,,,,,,"DO = 135.5%??pH = 8.74??SAV = sparse, myriophyllum??Deep (>2.5m)",,692,,11.32,,,7/17/2019,12:49:00 AM,,43.2705718,-79.87033576,43.27051928,-79.8693207,,,,,,,1,,,,,
10378,HAMH,HH56,,,8/21/2019,11:28:00 PM,,137.8,,2,0,27,2,,24.98,9,,,,,,DO = 137.8%??pH = 9.00,,560,,11.41,,,8/21/2019,11:28:00 PM,,,,,,,,,,,,,,,,,
10420,HAMH,HH56,,,10/16/2019,12:33:00 AM,,,,6,0,27,2,,14.757,,,,,,,,,520,,8.81,,,10/16/2019,12:33:00 AM,,,,,,,,,,,,1,CMB,,,,
10554,HAMH,HH56,,,7/16/2020,11:47:00 PM,,,,1,0,27,2,,25.55,,,,"MB2, depth= 2.3 m",,,Hard to see bottom to determine SAV density,,648,,10.58,,,7/16/2020,11:47:00 PM,,,,,,,,,,,,2,CMB,,,,
10701,HAMH,HH56,,,9/24/2020,10:26:00 PM,,,,7,0,27,2,,19.674,8.74,27.33,,,,,,,489.7,,12,,,9/24/2020,10:26:00 PM,,,,,,,,,,,,0,,,,,
10570,HAMH,HH56,,,10/20/2020,10:25:00 PM,,,,4,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10776,HAMH,HH56,,,7/28/2021,10:52:00 PM,8.73,,,4,0,27,2,,24.71,,,,,,,ph 8.73?ntu 2.77,,627,2.77,11.64,,,7/28/2021,10:52:00 PM,,43.27124,-79.86995,43.27083,-79.8691,,,,,,,,,,,,
10729,HAMH,HH56,,,8/26/2021,12:17:00 AM,,,,2,0,27,2,,25.75,,,,,,,ntu 6.22,,575,4.66,11.27,,,8/26/2021,12:17:00 AM,,43.27126,-79.86992,43.27082,-79.8691,,,,,,,,,,,,
10824,HAMH,HH56,,,10/19/2021,9:28:00 PM,,,,3,0,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825,HAMH,HH56,,,8/4/2022,11:28:00 PM,,8.7,1.55,7,0,27,2,,23.13,,,,3300 watts,,,ph 8.70?turb 1.55,,589,,10.26,,,8/4/2022,11:28:00 PM,,,,,,,,,,,,,,,,,
10852,HAMH,HH56,,,10/25/2022,9:05:00 PM,,8.19,1.55,6,0,27,2,,13.43,,,,20% power?,,,ph 8.19?ntu 1.55,,506,,11.06,,,10/25/2022,9:05:00 PM,,43.27089,-79.87016,43.27055,-79.86939,,,,,,,,,,,,
11069,HAMH,HH56,,,10/3/2023,10:30:00 PM,,,,9,0,27,2,,21.5,,,,Power (w): 3600?Peak amps:28?Peak Volts:125?Duty Cycle: 20?Hz: 120,,,Start Lat:43.2706?Start Long:-79.8703?End Lat:43.2705?End Long:-79.8693?Temp (C):21.46?DO (mg/L):7.17?SPC COND:559?STD COND:522?pH:7.06?Turb NTU:5.65,,,,,,,10/3/2023,10:30:00 PM,,,,,,,,,,,,3,,,,,
9437,HAMH,HH57,,,5/28/2018,11:31:00 PM,,,,3,0,27,2,,,,,,,,,,,,,,,,5/28/2018,,,43.27107067,-79.87003932,43.27074246,-79.86899732,,,,,,,0,,,,,
9468,HAMH,HH57,,,6/26/2018,11:50:00 PM,,,,2,0,27,2,,,,,,,2,2,,,,,,,,6/26/2018,,,43.27107067,-79.87003932,43.27074246,-79.86899732,,,,,,,0,,,,,
10109,HAMH,HH57,,,10/11/2018,12:00:00 AM,,,,0,0,27,2,,,,,,,,,,,,,,,,10/11/2018,,,43.27107067,-79.87003932,43.27074246,-79.86899732,,,,,,,0,,,,,
10142,HAMH,HH57,,,5/23/2019,11:07:00 PM,,114.1,,2,0,27,2,1,13.61,,,,3.0m transect,,,(Do .75  column) DO% = 114.1,,724,,11.84,,,5/23/2019,8:13:00 PM,,43.27107067,-79.87003932,43.27074246,-79.86899732,,,,,,,,,,,,
10230,HAMH,HH57,,,6/18/2019,10:37:00 PM,,,,1,0,27,2,,,,,,,,,,,,,,,,6/18/2019,,,43.27107067,-79.87003932,43.27074246,-79.86899732,,,,,,,0,,,,,
10303,HAMH,HH57,,,7/17/2019,12:40:00 AM,,135.5,,1,0,27,2,,24.4,8.74,,,,,,"DO = 135.5%??pH = 8.74??SAV = sparse, myriophyllum??Deep (>2.5m)",,692,,11.32,,,7/17/2019,12:40:00 AM,,43.27107067,-79.87003932,43.27074246,-79.86899732,,1,,,,,1,,,,,
10379,HAMH,HH57,,,8/21/2019,11:37:00 PM,,137.8,,1,0,27,2,,24.98,9,,,,,,DO = 137.8%??pH = 9.00,,560,,11.41,,,8/21/2019,11:37:00 PM,,,,,,,,,,,,,,,,,
10415,HAMH,HH57,,,10/16/2019,1:29:00 AM,,,,7,0,27,2,,14.757,,,,,,,,,520,,8.81,,,10/16/2019,1:29:00 AM,,,,,,,,,,,,0,CMB,,,,
10555,HAMH,HH57,,,7/16/2020,11:55:00 PM,,,,1,0,27,2,,25.55,,,,,,,,,648,,10.58,,,7/16/2020,11:55:00 PM,,,,,,,,,,,,2,CMB,,,,
10680,HAMH,HH57,,,9/24/2020,9:56:00 PM,,,,2,0,27,2,,19.674,8.74,27.33,,,,,,,489.7,,12,,,9/24/2020,9:17:00 PM,,,,,,,,,,,,0,,,,,
10571,HAMH,HH57,,,10/20/2020,10:30:00 PM,,,,4,0,27,2,,13.207,8.12,1.82,,,,,,,486.7,,10.24,,,10/20/2020,,,,,,,,,,,,,0,,,,,
10777,HAMH,HH57,,,7/28/2021,11:03:00 PM,8.68,,,4,0,27,2,,24.55,,,,,,,ph 8.68?ntu 2.81,,626,2.81,11.33,,,7/28/2021,11:03:00 PM,,43.27161,-79.86968,43.2713,-79.86968,,,,,,1,3,,,,,
10730,HAMH,HH57,,,8/26/2021,12:28:00 AM,,,,1,0,27,2,,25.77,,,,,4,,ntu 4.94,,583,4.94,11.71,,,8/26/2021,12:28:00 AM,,,,,,,,,,,,,,,,,
10818,HAMH,HH57,,,10/19/2021,9:39:00 PM,8.18,,,4,0,27,2,,17.181,,,,,4,2,ph 8.18?ntu 2.49,,585,2.49,8.32,,,10/19/2021,9:39:00 PM,,,,,,,,,,,,,,,,,
10826,HAMH,HH57,,,8/4/2022,11:38:00 PM,,8.67,1.96,6,0,27,2,,23.38,,,,,,,ph 8.67?turb 1.96,,587,,11.67,,,8/4/2022,11:38:00 PM,,,,,,,,,,,,,,,,,
10851,HAMH,HH57,,,10/25/2022,9:17:00 PM,,8.2,0.74,6,0,27,2,,13.36,,,,watts 3500?,,,ph 8.2?ntu .74,,510,,11.61,,,10/25/2022,9:17:00 PM,,43.27083,-79.86909,43.27136,-79.86994,,,,,,,,,,,,
9438,HAMH,HH58,,,5/28/2018,11:40:00 PM,,,,2,0,27,2,,,,,,,,,,,,,,,,5/28/2018,,,43.2717205,-79.86969798,43.27160235,-79.86847632,,,,,,,0,,,,,
9467,HAMH,HH58,,,6/27/2018,12:10:00 AM,,,,2,0,27,2,,,,,,,2,2,,,,,,,,6/27/2018,,,43.2717205,-79.86969798,43.27160235,-79.86847632,,,,,,,0,,,,,
9782,HAMH,HH58,,,8/9/2018,11:28:00 PM,,,,1,0,27,2,,,,,,Lots of little gizzard shad but were not shocking,,,,,,,,,,8/9/2018,,,43.2717205,-79.86969798,43.27160235,-79.86847632,,1,,,,1,3,,,,,
10110,HAMH,HH58,,,10/11/2018,12:00:00 AM,,,,0,0,27,2,,,,,,,,,,,,,,,,10/11/2018,,,43.2717205,-79.86969798,43.27160235,-79.86847632,,,,,,,0,,,,,
10143,HAMH,HH58,,,5/23/2019,11:27:00 PM,,114.1,,3,0,27,2,1,13.61,,,,2-3m deep?,,,(Do .75  column) DO% = 114.1,,724,,11.84,,,5/23/2019,8:13:00 PM,,43.2717205,-79.86969798,43.27160235,-79.86847632,,,,,,,,,,,,
10231,HAMH,HH58,,,6/18/2019,10:31:00 PM,,,,0,0,27,2,,,,,,,,,,,,,,,,6/18/2019,,,43.2717205,-79.86969798,43.27160235,-79.86847632,,,,,,,0,,,,,
10304,HAMH,HH58,,,7/17/2019,11:43:00 PM,,135.5,,0,0,27,2,,24.4,8.74,,,,,,"DO = 135.5%??pH = 8.74??SAV = sparse, white water lily",,692,,11.32,,,7/17/2019,,,43.2717205,-79.86969798,43.27160235,-79.86847632,,,,1,,,1,,,,,
10380,HAMH,HH58,,,8/21/2019,10:37:00 PM,,137.8,,8,0,27,2,,24.98,9,,,,,,DO = 137.8%??pH = 9.00,,560,,11.41,,,8/21/2019,10:37:00 PM,,,,,,,,,,,,,,,,,
10417,HAMH,HH58,,,10/16/2019,1:02:00 AM,,,,2,0,27,2,,14.757,,,,,,,,,520,,8.81,,,10/16/2019,1:02:00 AM,,,,,,,1,,,,,1,CMB,,,,
10556,HAMH,HH58,,,7/16/2020,12:04:00 AM,,,,2,0,27,2,,25.55,,,,,,,,,648,,10.58,,,7/16/2020,12:04:00 AM,,,,,,,,,,,,3,CMB,,,,
10681,HAMH,HH58,,,9/24/2020,10:03:00 PM,,,,7,0,27,2,,19.674,8.74,27.33,,,,,,,489.7,,12,,,9/24/2020,10:03:00 PM,,,,,,,,,,,,0,,,,,
10602,HAMH,HH58,,,10/20/2020,10:53:00 PM,,,,3,0,27,2,,13.207,8.12,1.82,,,,,PH=8.12?NTU=1.82,,486.7,,10.24,,,10/20/2020,10:58:00 PM,,,,,,,,,,,,0,,,,,
10771,HAMH,HH58,,,7/28/2021,11:23:00 PM,8.79,,,5,0,27,2,,24.49,,,,,,,ph 8.79?ntu 2.19,,625,2.19,12.08,,,7/28/2021,11:23:00 PM,,43.27172,-79.86761,43.27199,-79.8689,,,,,,1,3,,,,,
10731,HAMH,HH58,,,8/26/2021,12:32:00 AM,,,,2,0,27,2,,25.01,,,,,,,ntu 5.34,,556,5.34,8.91,,,8/26/2021,12:32:00 AM,,43.27,-79.86906,43.27171,-79.86762,,,,,,,,,,,,
10819,HAMH,HH58,,,10/19/2021,10:06:00 PM,8.15,,,8,0,27,2,,17.06,,,,,,,ph 8.15?ntu 3.20,,585,3.2,8.21,,,10/19/2021,10:06:00 PM,,,,,,,,,,,,2,,,,,
10835,HAMH,HH58,,,8/4/2022,11:59:00 AM,,8.76,0.91,8,0,27,2,,23.82,,,,3500 watts,,,"ph 8,76?ntu .91",,579,,11.64,,,8/4/2022,11:59:00 AM,,,,,,,,,,,,,,,,,
11084,HAMH,HH58,,,9/27/2023,9:40:00 PM,,,,7,0,27,2,,19.4,,,,Power (w):3600?Peak amps:27?Peak Volts:129?Duty Cycle: 20?Hz: 120,4,2,Start Lat:43.2717?Start Long:-79.8697?End Lat:43.2716?End Long:-79.8685?Temp (C):19.38?DO (mg/L):9.99?SPC COND:596?STD COND:531?pH:8.41?Turb NTU:3.91,,,,,,,9/27/2023,9:40:00 PM,,,,,,,,,,,,3,,,,,
9440,HAMH,HH59,,,5/29/2018,12:34:00 AM,,,,6,1,28,2,,,,,,,,,,,,,,,,5/29/2018,,,43.27298733,-79.86996746,43.27258694,-79.86886258,,,,,,,0,,,,,
9466,HAMH,HH59,,,6/27/2018,12:40:00 AM,,,,7,0,28,2,,,,,,,2,2,,,,,,,,6/27/2018,,,43.27298733,-79.86996746,43.27258694,-79.86886258,,,,,,,0,,,,,
9777,HAMH,HH59,,,8/9/2018,11:14:00 PM,,,,3,0,28,2,,,,,,,,,,,,,,,,8/9/2018,,,43.27298733,-79.86996746,43.27258694,-79.86886258,,1,,,,,3,CMB,,,,
10111,HAMH,HH59,,,10/11/2018,12:00:00 AM,,,,0,0,28,2,,,,,,,,,,,,,,,,10/11/2018,,,43.27298733,-79.86996746,43.27258694,-79.86886258,,,,,,,0,,,,,
10144,HAMH,HH59,,,5/23/2019,11:00:00 PM,,114.1,,4,0,28,2,1,13.61,,,,2-3m,,,(Do .75  column) DO% = 114.1,,724,,11.84,,,5/23/2019,8:13:00 PM,,43.27298733,-79.86996746,43.27258694,-79.86886258,,,,,,,0,,,,,
10229,HAMH,HH59,,,6/18/2019,10:02:00 PM,,,,2,0,28,2,,,,,,,,,,,,,,,,6/18/2019,,,43.27298733,-79.86996746,43.27258694,-79.86886258,,,,,,,0,,,,,
10305,HAMH,HH59,,,7/17/2019,11:43:00 PM,,,,0,0,28,2,,24.4,,,,,,,DO = 135.5%??pH = 8.74??SAV = sparse myriophyllum??>2.0m deep,,692,,11.32,,,7/17/2019,,,43.27298733,-79.86996746,43.27258694,-79.86886258,,,,,,,0,,,,,
10376,HAMH,HH59,,,8/21/2019,10:04:00 PM,,137.8,,3,0,28,2,,24.98,9,,,,,,DO = 137.8%??pH = 9.00,,560,,11.41,,,8/21/2019,10:04:00 PM,,,,,,,,,,,,,,,,,
10418,HAMH,HH59,,,10/16/2019,9:33:00 PM,,,,6,0,28,2,,14.757,,,,,,,,,520,,8.8,,,10/16/2019,9:33:00 PM,,,,,,,1,,,,,1,CMB,,,,
10557,HAMH,HH59,,,7/16/2020,2:41:00 AM,,,,3,0,28,2,,25.55,,,,,,,,,648,,10.58,,,7/16/2020,2:41:00 AM,,,,,,,,,,,,2,CMB,,,,
10682,HAMH,HH59,,,9/24/2020,10:11:00 PM,,,,12,0,28,2,,19.674,27.33,8.74,,,,,ph=8.74?ntu=27.33,,489.7,,12,,,9/24/2020,10:11:00 PM,,,,,,,,,,,,1,CMB,,,,
10601,HAMH,HH59,,,10/20/2020,10:58:00 PM,,,,7,0,28,2,,13.207,8.12,1.82,,,,,PH=8.12?NTU=1.82,,486.7,,10.24,,,10/20/2020,10:58:00 PM,,,,,,,,,,,,0,,,,,
10773,HAMH,HH59,,,7/29/2021,12:07:00 AM,8.76,,,6,0,28,2,,24.05,,,,,,,ph 8.76?ntu 2.33,,625,2.33,12.11,,,7/29/2021,12:07:00 AM,,43.27249,-79.86899,43.27297,-79.86942,,,,,,1,2,,,,,
10733,HAMH,HH59,,,8/26/2021,1:04:00 AM,,,,7,0,28,2,,25.49,,,,,,,ntu 5.65,,578,5.65,11.79,,,8/26/2021,1:04:00 AM,,43.273,-79.87,43.2725,-79.86891,,,,,,,,,,,,
10821,HAMH,HH59,,,10/19/2021,9:52:00 PM,,,,9,0,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10842,HAMH,HH59,,,10/25/2022,10:02:00 PM,,8.07,198,8,1,29,2,,13.06,,,,% power 20?3500 watts,,,ph 8.07?ntu 1.98,,511,,10.66,,,10/25/2022,10:02:00 PM,,43.27155,-79.8677,43.27199,-79.86886,,,,,,,,,,,,
11078,HAMH,HH59,,,9/27/2023,8:28:00 PM,,,,10,1,30,2,,19.3,,,,Power (w):3900?Peak amps:27?Peak Volts:135?Duty Cycle: 20?Hz: 120,2,5,Start Lat:43.2726?Start Long:-79.8689?End Lat:43.273?End Long:-79.87?Temp (C):19.32?DO (mg/L):9.94?SPC COND:599?STD COND:535?pH:8.62?Turb NTU:8.25,,,,,,,9/27/2023,8:28:00 PM,,,,,,,,,,,,1,,,,,
9439,HAMH,HH60,,,5/29/2018,12:41:00 AM,,,,10,0,30,2,,,,,,,,,,,,,,,,5/29/2018,,,43.2725213,-79.86879072,43.27237033,-79.86771278,,,,,,,0,,,,,
9471,HAMH,HH60,,,6/27/2018,12:33:00 AM,,,,4,0,30,2,,,,,,,2,2,,,,,,,,6/27/2018,,,43.2725213,-79.86879072,43.27237033,-79.86771278,,,,,,,0,,,,,
10112,HAMH,HH60,,,10/11/2018,12:00:00 AM,,,,0,0,30,2,,,,,,,,,,,,,,,,10/11/2018,,,43.2725213,-79.86879072,43.27237033,-79.86771278,,,,,,,0,,,,,
10145,HAMH,HH60,,,5/23/2019,11:46:00 PM,,114.1,,5,0,30,2,1,13.61,,,,,,,(do .75 column) Do%=1114.1,,724,,11.84,,,5/23/2019,8:13:00 PM,,43.2725213,-79.86879072,43.27237033,-79.86771278,,,,,,,,,,,,
10228,HAMH,HH60,,,6/18/2019,10:10:00 PM,,,,5,0,30,2,,,,,,,,,,,,,,,,6/18/2019,,,43.2725213,-79.86879072,43.27237033,-79.86771278,,,,,,,0,,,,,
10306,HAMH,HH60,,,7/17/2019,11:20:00 PM,,135.5,,2,0,30,2,,24.4,8.74,,,,,,"DO = 135.5%??pH = 8.74??SAV = mod, myriophyllum??",,692,,11.32,,,7/17/2019,11:20:00 PM,,43.2725213,-79.86879072,43.27237033,-79.86771278,,1,,,,,2,,,,,
10382,HAMH,HH60,,,8/21/2019,10:27:00 PM,,137.8,,7,0,30,2,,24.98,9,,,,,,DO = 137.8%??pH = 9.00??SAV = moderate,,560,,11.41,,,8/21/2019,10:27:00 PM,,,,,,,,,,,,2,,,,,
10416,HAMH,HH60,,,10/16/2019,1:19:00 AM,,,,9,0,30,2,,14.757,,,,,,,,,520,,8.81,,,10/16/2019,1:19:00 AM,,,,,,,1,,,,,2,CMB,,,,
10558,HAMH,HH60,,,7/16/2020,12:32:00 AM,,,,7,0,30,2,,25.55,,,,,,,,,648,,10.58,,,7/16/2020,12:32:00 AM,,,,,,,,,,,,2,CMB,,,,
10696,HAMH,HH60,,,9/21/2020,9:30:00 PM,,,,9,0,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,HAMH,HH60,,,10/21/2020,8:21:00 PM,,,,7,0,30,2,,13.6,7.95,2.51,,,,,PH=7.95?NTU=2.51,,484.8,,10.27,,,10/21/2020,8:21:00 PM,,,,,,,,,,,,0,,,,,
10772,HAMH,HH60,,,7/28/2021,11:33:00 PM,8.77,,,8,0,30,2,,24.24,,,,,,,ph 8.77?ntu 2.25,,616,2.25,13.16,,,7/28/2021,11:33:00 PM,,43.27249,-79.86886,43.27234,-79.86769,,,,,,1,3,,,,,
10732,HAMH,HH60,,,8/26/2021,12:40:00 AM,,,,3,0,30,2,,25.83,,,,,,,ntu 4.51,,567,4.51,11.11,,,8/26/2021,12:40:00 AM,,43.27247,-79.86888,43.27238,-79.86796,,,,,,,3,,,,,
10822,HAMH,HH60,,,10/19/2021,10:14:00 PM,,,,12,0,30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11085,HAMH,HH60,,,9/27/2023,9:30:00 PM,,,,15,1,31,2,,19.4,,,,Power (w):3600?Peak amps:27?Peak Volts:129?Duty Cycle: 20?Hz: 120,2,4,Start Lat:43.2725?Start Long:-79.8688?End Lat:43.2724?End Long:-79.8677?Temp (C):19.4?DO (mg/L):9.96?SPC COND:596?STD COND:521?pH:8.43?Turb NTU:4.02,,,,,,,9/27/2023,9:30:00 PM,,,,,,,,,,,,3,,,,,
11639,HAMH,HH59,,,5/26/2025,5:35:00 PM,,,,7,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
