Sample,Location,Transect,Date,Time,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Time Period
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0196,1,,,N,5,64,2,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0196,2,,,N,5,55,1,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0196,3,,,N,5,70,2,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0311,1,,,N,51,198,51,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0317,1,,,N,2240,442,2240,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0334,1,,,N,1440,470,1440,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0361,1,,,N,3,70,2,2
10152,HAMH,HH37,2019-05-23,12:59:00 AM,F0361,2,,,N,3,57,1,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0061,1,,,N,9,95,9,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0063,1,,,N,850,367,850,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0163,1,,,N,1120,449,1120,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0181,1,,,N,783,281,543,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0181,2,,,N,783,221,240,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0186,1,,,N,16360,648,7730,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0186,2,,,N,16360,620,4320,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0186,3,,,N,16360,548,4310,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0196,1,,,N,6,51,1,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0196,2,,,N,6,67,3,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0196,3,,,N,6,64,2,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0201,1,,,N,6,77,6,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0233,1,,,N,827,350,657,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0233,2,,,N,827,238,170,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0311,1,,,N,170,147,71,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0311,2,,,N,170,159,99,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0314,1,,,N,4,45,2,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0314,2,,,N,4,46,2,2
10153,HAMH,HH38,2019-05-23,1:06:00 AM,F0331,1,,,N,62,170,62,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0061,1,,,N,46,134,21,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0061,2,,,N,46,104,12,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0061,3,,,N,46,106,13,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0063,1,,,N,4336,368,691,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0063,2,,,N,4336,400,706,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0063,3,,,N,4336,359,729,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0063,4,,,N,4336,384,1001,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0063,5,,,N,4336,409,1209,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0163,1,,,N,3640,395,810,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0163,2,,,N,3640,505,1820,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0163,3,,,N,3640,424,1010,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0186,1,,,N,2130,484,2130,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0196,1,,,N,10,62,2,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0196,2,,,N,10,63,2,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0196,3,,,N,10,52,1,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0196,4,,,N,10,63,3,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0196,5,,,N,10,44,1,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0196,6,,,N,10,45,1,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0201,1,,,N,10,75,4,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0201,2,,,N,10,78,6,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0233,1,,,N,159,207,159,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0334,1,,,N,1478,488,1478,2
10154,HAMH,HH39,2019-05-23,1:36:00 AM,F0361,1,,,N,2,73,2,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,1,,,N,306,101,11,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,2,,,N,306,105,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,3,,,N,306,98,9,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,4,,,N,306,100,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,5,,,N,306,107,13,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,6,,,N,306,102,11,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,7,,,N,306,103,13,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,8,,,N,306,96,9,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,9,,,N,306,101,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,10,,,N,306,102,11,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,11,,,N,306,101,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,12,,,N,306,109,14,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,13,,,N,306,105,12,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,14,,,N,306,102,9,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,15,,,N,306,105,14,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,16,,,N,306,124,23,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,17,,,N,306,96,9,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,18,,,N,306,105,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,19,,,N,306,107,12,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,20,,,N,306,111,14,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,21,,,N,306,104,12,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,22,,,N,306,97,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,23,,,N,306,109,14,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,24,,,N,306,104,12,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,25,,,N,306,97,10,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0061,26,,,N,306,109,14,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,1,,,N,11701,362,678,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,2,,,N,11701,156,48,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,3,,,N,11701,395,975,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,4,,,N,11701,411,1127,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,5,,,N,11701,371,648,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,6,,,N,11701,435,1511,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,7,,,N,11701,384,944,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,8,,,N,11701,122,27,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,9,,,N,11701,372,847,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,10,,,N,11701,394,925,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,11,,,N,11701,392,925,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,12,,,N,11701,400,845,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,13,,,N,11701,383,689,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,14,,,N,11701,391,889,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0063,15,,,N,11701,349,623,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0163,1,,,N,957,402,957,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0196,1,,,N,3,56,1,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0196,2,,,N,3,54,1,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0196,3,,,N,3,62,1,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0201,1,,,N,8,74,4,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0201,2,,,N,8,72,4,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0311,1,,,N,245,214,245,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0314,1,,,N,113,156,81,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0314,2,,,N,113,109,30,2
10155,HAMH,HH41B,2019-05-23,1:44:00 AM,F0314,3,,,N,113,50,2,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,1,,,N,169,100,13,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,2,,,N,169,106,14,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,3,,,N,169,97,9,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,4,,,N,169,100,10,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,5,,,N,169,111,13,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,6,,,N,169,100,10,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,7,,,N,169,91,11,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,8,,,N,169,105,13,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,9,,,N,169,105,13,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,10,,,N,169,100,10,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,11,,,N,169,100,11,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,12,,,N,169,96,9,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0061,13,,,N,169,156,33,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,1,,,N,13517,407,976,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,2,,,N,13517,358,785,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,3,,,N,13517,385,1124,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,4,,,N,13517,365,755,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,5,,,N,13517,365,862,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,6,,,N,13517,360,758,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,7,,,N,13517,366,837,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,8,,,N,13517,375,813,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,9,,,N,13517,401,1231,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,10,,,N,13517,400,1339,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,11,,,N,13517,374,1007,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,12,,,N,13517,372,776,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,13,,,N,13517,400,162,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,14,,,N,13517,382,781,2
10156,HAMH,HH32,2019-05-23,2:39:00 AM,F0063,15,,,N,13517,418,1311,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,1,,,N,180,101,11,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,2,,,N,180,101,12,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,3,,,N,180,104,11,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,4,,,N,180,106,11,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,5,,,N,180,125,19,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,6,,,N,180,115,16,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,7,,,N,180,108,13,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,8,,,N,180,99,9,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,9,,,N,180,111,15,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,10,,,N,180,98,8,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,11,,,N,180,109,13,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,12,,,N,180,132,18,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,13,,,N,180,85,7,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,14,,,N,180,103,11,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0061,15,,,N,180,88,6,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0063,1,,,N,5350,392,828,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0063,2,,,N,5350,370,641,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0063,3,,,N,5350,415,1146,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0063,4,,,N,5350,364,787,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0063,5,,,N,5350,399,1165,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0063,6,,,N,5350,350,783,2
10157,HAMH,HH30,2019-05-24,9:30:00 PM,F0334,1,,,N,2550,587,2550,2
10161,HAMH,HH32,2019-06-11,7:20:00 PM,F0063,1,,,N,3570,367,820,1
10161,HAMH,HH32,2019-06-11,7:20:00 PM,F0063,2,,,N,3570,366,880,1
10161,HAMH,HH32,2019-06-11,7:20:00 PM,F0063,3,,,N,3570,394,1140,1
10161,HAMH,HH32,2019-06-11,7:20:00 PM,F0063,4,,,N,3570,369,730,1
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,1,,,N,10440,365,860,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,2,,,N,10440,378,1110,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,3,,,N,10440,383,910,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,4,,,N,10440,364,880,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,5,,,N,10440,385,930,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,6,,,N,10440,378,760,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,7,,,N,10440,355,720,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,8,,,N,10440,396,1040,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,9,,,N,10440,388,830,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,10,,,N,10440,376,820,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,11,,,N,10440,367,900,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0063,12,,,N,10440,351,680,2
10162,HAMH,HH34,2019-06-12,11:16:00 PM,F0196,1,,,N,3,74,3,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0063,1,,,N,1100,357,360,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0063,2,,,N,1100,360,740,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0163,1,,,N,2270,489,1370,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0163,2,,,N,2270,412,900,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0233,1,,,N,140,160,140,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0311,1,,,N,853,244,420,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0311,2,,,N,853,213,300,2
10163,HAMH,HH42B,2019-06-12,10:34:00 PM,F0311,3,,,N,853,252,133,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,1,12,8930,N,28280,364,900,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,2,12,8930,N,28280,365,820,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,3,12,8930,N,28280,385,980,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,4,12,8930,N,28280,358,940,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,5,12,8930,N,28280,411,1280,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,6,12,8930,N,28280,356,850,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,7,12,8930,N,28280,341,710,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,8,12,8930,N,28280,380,1030,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,9,12,8930,N,28280,364,920,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,10,12,8930,N,28280,368,900,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,11,12,8930,N,28280,370,780,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,12,12,8930,N,28280,369,1240,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,13,12,8930,N,28280,365,870,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,14,12,8930,N,28280,366,870,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,15,12,8930,N,28280,375,910,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,16,12,8930,N,28280,383,1010,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,17,12,8930,N,28280,375,1030,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,18,12,8930,N,28280,395,1210,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,19,12,8930,N,28280,374,910,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0063,20,12,8930,N,28280,393,1190,2
10164,HAMH,HH36,2019-06-12,10:25:00 PM,F0186,1,,,N,3900,535,3900,2
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,1,,,N,10210,315,610,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,2,,,N,10210,367,720,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,3,,,N,10210,365,710,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,4,,,N,10210,366,590,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,5,,,N,10210,358,710,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,6,,,N,10210,439,1200,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,7,,,N,10210,366,730,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,8,,,N,10210,346,960,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,9,,,N,10210,407,1220,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,10,,,N,10210,401,1050,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,11,,,N,10210,364,760,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0063,12,,,N,10210,383,950,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0334,1,,,N,233,232,136,1
10166,HAMH,HH30,2019-06-11,7:12:00 PM,F0334,2,,,N,233,211,97,1
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0063,1,,,N,2030,406,1120,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0063,2,,,N,2030,381,910,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0181,1,,,N,1040,309,1040,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0233,1,,,N,390,275,390,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0317,1,,,N,3920,385,1090,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0317,2,,,N,3920,469,2220,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0317,3,,,N,3920,324,610,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0361,1,,,N,5,84,4,2
10169,HAMH,HH38,2019-06-12,12:13:00 AM,F0361,2,,,N,5,63,1,2
10170,HAMH,HH37,2019-06-12,12:06:00 AM,F0063,1,,,N,1330,414,1330,2
10170,HAMH,HH37,2019-06-12,12:06:00 AM,F0163,1,,,N,1130,395,1130,2
10170,HAMH,HH37,2019-06-12,12:06:00 AM,F0311,1,,,N,150,183,150,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,1,,,N,6260,358,650,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,2,,,N,6260,374,770,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,3,,,N,6260,368,860,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,4,,,N,6260,359,740,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,5,,,N,6260,371,810,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,6,,,N,6260,383,770,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,7,,,N,6260,475,810,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0063,8,,,N,6260,383,850,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0163,1,,,N,4320,425,1000,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0163,2,,,N,4320,440,1010,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0163,3,,,N,4320,403,1090,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0163,4,,,N,4320,443,1220,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0181,1,,,N,770,293,770,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0311,1,,,N,354,143,74,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0311,2,,,N,354,204,280,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0317,1,,,N,2028,442,1990,2
10172,HAMH,HH42A,2019-06-12,10:43:00 PM,F0317,2,,,N,2028,142,38,2
10174,HAMH,HH39,2019-06-13,12:34:00 AM,F0051,1,,,N,2660,676,2660,2
10174,HAMH,HH39,2019-06-13,12:34:00 AM,F0186,1,,,N,4690,594,4690,2
10174,HAMH,HH39,2019-06-13,12:34:00 AM,F0317,1,,,N,1760,418,1760,2
10174,HAMH,HH39,2019-06-13,12:34:00 AM,F0334,1,,,N,2270,513,2270,2
10175,HAMH,HH41B,2019-06-13,12:45:00 AM,F0061,1,,,N,62,144,62,2
10175,HAMH,HH41B,2019-06-13,12:45:00 AM,F0186,1,,,N,8500,678,8500,2
10175,HAMH,HH41B,2019-06-13,12:45:00 AM,F0311,1,,,N,8,72,8,2
10175,HAMH,HH41B,2019-06-13,12:45:00 AM,F0317,1,,,N,1861,455,1720,2
10175,HAMH,HH41B,2019-06-13,12:45:00 AM,F0317,2,,,N,1861,190,141,2
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,1,7,5290,N,22360,363,740,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,2,7,5290,N,22360,373,780,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,3,7,5290,N,22360,372,780,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,4,7,5290,N,22360,370,800,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,5,7,5290,N,22360,387,920,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,6,7,5290,N,22360,367,740,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,7,7,5290,N,22360,394,960,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,8,7,5290,N,22360,375,730,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,9,7,5290,N,22360,369,840,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,10,7,5290,N,22360,371,760,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,11,7,5290,N,22360,392,990,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,12,7,5290,N,22360,361,660,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,13,7,5290,N,22360,374,840,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,14,7,5290,N,22360,372,780,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,15,7,5290,N,22360,377,870,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,16,7,5290,N,22360,411,1080,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,17,7,5290,N,22360,351,680,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,18,7,5290,N,22360,379,780,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,19,7,5290,N,22360,370,820,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,20,7,5290,N,22360,365,800,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0063,21,7,5290,N,22360,355,720,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0186,1,,,N,7190,524,1950,1
10176,HAMH,HH36,2019-06-17,6:15:00 PM,F0186,2,,,N,7190,605,5240,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,1,14,10260,N,27014,380,874,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,2,14,10260,N,27014,376,763,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,3,14,10260,N,27014,363,752,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,4,14,10260,N,27014,373,760,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,5,14,10260,N,27014,374,885,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,6,14,10260,N,27014,347,576,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,7,14,10260,N,27014,357,720,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,8,14,10260,N,27014,357,634,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,9,14,10260,N,27014,361,701,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,10,14,10260,N,27014,388,1015,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,11,14,10260,N,27014,395,967,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,12,14,10260,N,27014,397,837,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,13,14,10260,N,27014,363,842,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,14,14,10260,N,27014,360,669,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,15,14,10260,N,27014,404,1176,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,16,14,10260,N,27014,350,549,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,17,14,10260,N,27014,358,741,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,18,14,10260,N,27014,400,1268,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,19,14,10260,N,27014,421,1274,1
10177,HAMH,HH34,2019-06-17,6:10:00 PM,F0063,20,14,10260,N,27014,367,751,1
