Sample,Location,Transect,Date,Species,Individual_id,Batch_count,Batch_weight,Estimate,Biomass,Length,Weight,Number Individuals
9815,HAMH,HH18,2018-10-11,F0331,2,,,N,77,120,24,4
9815,HAMH,HH18,2018-10-11,F0331,3,,,N,77,105,18,4
9815,HAMH,HH18,2018-10-11,F0331,4,,,N,77,124,16,4
9815,HAMH,HH18,2018-10-11,F0342,1,,,N,10,99,10,1
9816,HAMH,HH22,2018-10-09,F0063,1,,,W,42,90,12.4,3
9816,HAMH,HH22,2018-10-09,F0063,2,,,W,42,109,22.1,3
9816,HAMH,HH22,2018-10-09,F0063,3,,,W,42,76,7.5,3
9816,HAMH,HH22,2018-10-09,F0196,1,,,W,4,76,4,1
9816,HAMH,HH22,2018-10-09,F0233,1,,,W,1785.6,305,393.8,8
9816,HAMH,HH22,2018-10-09,F0233,2,,,W,1785.6,285,324.3,8
9816,HAMH,HH22,2018-10-09,F0233,3,,,W,1785.6,240,198.2,8
9816,HAMH,HH22,2018-10-09,F0233,4,,,W,1785.6,194,107.8,8
9816,HAMH,HH22,2018-10-09,F0233,5,,,W,1785.6,278,302,8
9816,HAMH,HH22,2018-10-09,F0233,6,,,W,1785.6,221,156.5,8
9816,HAMH,HH22,2018-10-09,F0233,7,,,W,1785.6,217,148.6,8
9816,HAMH,HH22,2018-10-09,F0233,8,,,W,1785.6,220,154.5,8
9816,HAMH,HH22,2018-10-09,F0301,1,,,W,347.7,171,90.6,7
9816,HAMH,HH22,2018-10-09,F0301,2,,,W,347.7,158,71,7
9816,HAMH,HH22,2018-10-09,F0301,3,,,W,347.7,150,60.5,7
9816,HAMH,HH22,2018-10-09,F0301,4,,,W,347.7,170,88.9,7
9816,HAMH,HH22,2018-10-09,F0301,5,,,W,347.7,90,12.5,7
9816,HAMH,HH22,2018-10-09,F0301,6,,,W,347.7,86,10.9,7
9816,HAMH,HH22,2018-10-09,F0301,7,,,W,347.7,92,13.4,7
9816,HAMH,HH22,2018-10-09,F0334,1,,,N,850,451,850,1
9816,HAMH,HH22,2018-10-09,F0342,1,,,W,12,85,5.6,2
9816,HAMH,HH22,2018-10-09,F0342,2,,,W,12,89,6.5,2
9817,HAMH,HH24,2018-10-09,F0196,1,,,W,11.1,88,6.1,2
9817,HAMH,HH24,2018-10-09,F0196,2,,,W,11.1,82,5,2
9817,HAMH,HH24,2018-10-09,F0201,1,,,W,9.6,94,9.6,1
9817,HAMH,HH24,2018-10-09,F0233,1,,,W,4437.5,365,658.6,17
9817,HAMH,HH24,2018-10-09,F0233,2,,,W,4437.5,197,112.6,17
9817,HAMH,HH24,2018-10-09,F0233,3,,,W,4437.5,358,623.1,17
9817,HAMH,HH24,2018-10-09,F0233,4,,,W,4437.5,235,186.6,17
9817,HAMH,HH24,2018-10-09,F0233,5,,,W,4437.5,197,112.6,17
9817,HAMH,HH24,2018-10-09,F0233,6,,,W,4437.5,275,292.7,17
9817,HAMH,HH24,2018-10-09,F0233,7,,,W,4437.5,241,200.6,17
9817,HAMH,HH24,2018-10-09,F0233,8,,,W,4437.5,232,179.9,17
9817,HAMH,HH24,2018-10-09,F0233,9,,,W,4437.5,336,519.6,17
9817,HAMH,HH24,2018-10-09,F0233,10,,,W,4437.5,274,289.7,17
9817,HAMH,HH24,2018-10-09,F0233,11,,,W,4437.5,263,257.6,17
9817,HAMH,HH24,2018-10-09,F0233,12,,,W,4437.5,221,156.5,17
9817,HAMH,HH24,2018-10-09,F0233,13,,,W,4437.5,250,222.8,17
9817,HAMH,HH24,2018-10-09,F0233,14,,,W,4437.5,284,321,17
9817,HAMH,HH24,2018-10-09,F0233,15,,,W,4437.5,175,80.2,17
9817,HAMH,HH24,2018-10-09,F0233,16,,,W,4437.5,212,139,17
9817,HAMH,HH24,2018-10-09,F0233,17,,,W,4437.5,178,84.2,17
9817,HAMH,HH24,2018-10-09,F0301,1,,,W,692.7,175,97.2,19
9817,HAMH,HH24,2018-10-09,F0301,2,,,W,692.7,174,95.5,19
9817,HAMH,HH24,2018-10-09,F0301,3,,,W,692.7,171,90.6,19
9817,HAMH,HH24,2018-10-09,F0301,4,,,W,692.7,129,38,19
9817,HAMH,HH24,2018-10-09,F0301,5,,,W,692.7,73,6.6,19
9817,HAMH,HH24,2018-10-09,F0301,6,,,W,692.7,134,42.7,19
9817,HAMH,HH24,2018-10-09,F0301,7,,,W,692.7,175,97.2,19
9817,HAMH,HH24,2018-10-09,F0301,8,,,W,692.7,79,8.4,19
9817,HAMH,HH24,2018-10-09,F0301,9,,,W,692.7,82,9.4,19
9817,HAMH,HH24,2018-10-09,F0301,10,,,W,692.7,66,4.8,19
9817,HAMH,HH24,2018-10-09,F0301,11,,,W,692.7,91,12.9,19
9817,HAMH,HH24,2018-10-09,F0301,12,,,W,692.7,84,10.1,19
9817,HAMH,HH24,2018-10-09,F0301,13,,,W,692.7,90,12.5,19
9817,HAMH,HH24,2018-10-09,F0301,14,,,W,692.7,87,11.3,19
9817,HAMH,HH24,2018-10-09,F0301,15,,,W,692.7,95,14.8,19
9817,HAMH,HH24,2018-10-09,F0301,16,,,W,692.7,90,12.5,19
9817,HAMH,HH24,2018-10-09,F0301,17,,,W,692.7,141,50,19
9817,HAMH,HH24,2018-10-09,F0301,18,,,W,692.7,87,11.3,19
9817,HAMH,HH24,2018-10-09,F0301,19,,,W,692.7,155,66.9,19
9817,HAMH,HH24,2018-10-09,F0317,1,,,W,121.2,152,55.8,2
9817,HAMH,HH24,2018-10-09,F0317,2,,,W,121.2,160,65.3,2
9817,HAMH,HH24,2018-10-09,F0331,1,,,W,187.6,105,18.1,7
9817,HAMH,HH24,2018-10-09,F0331,2,,,W,187.6,105,18.1,7
9817,HAMH,HH24,2018-10-09,F0331,3,,,W,187.6,101,16.3,7
9817,HAMH,HH24,2018-10-09,F0331,4,,,W,187.6,98,15,7
9817,HAMH,HH24,2018-10-09,F0331,5,,,W,187.6,69,5.7,7
9817,HAMH,HH24,2018-10-09,F0331,6,,,W,187.6,195,100.3,7
9817,HAMH,HH24,2018-10-09,F0331,7,,,W,187.6,96,14.2,7
9817,HAMH,HH24,2018-10-09,F0334,1,,,W,72.3,192,72.3,1
9817,HAMH,HH24,2018-10-09,F0342,1,,,W,72.3,90,6.7,9
9817,HAMH,HH24,2018-10-09,F0342,2,,,W,72.3,89,6.5,9
9817,HAMH,HH24,2018-10-09,F0342,3,,,W,72.3,86,5.8,9
9817,HAMH,HH24,2018-10-09,F0342,4,,,W,72.3,109,12.7,9
9817,HAMH,HH24,2018-10-09,F0342,5,,,W,72.3,91,7,9
9817,HAMH,HH24,2018-10-09,F0342,6,,,W,72.3,87,6,9
9817,HAMH,HH24,2018-10-09,F0342,7,,,W,72.3,103,10.5,9
9817,HAMH,HH24,2018-10-09,F0342,8,,,W,72.3,105,11.2,9
9817,HAMH,HH24,2018-10-09,F0342,9,,,W,72.3,86,5.8,9
9818,HAMH,HH28,2018-10-09,F0063,1,,,N,29,80,6,7
9818,HAMH,HH28,2018-10-09,F0063,2,,,N,29,76,3,7
9818,HAMH,HH28,2018-10-09,F0063,3,,,N,29,86,5,7
9818,HAMH,HH28,2018-10-09,F0063,4,,,N,29,84,4,7
9818,HAMH,HH28,2018-10-09,F0063,5,,,N,29,83,4,7
9818,HAMH,HH28,2018-10-09,F0063,6,,,N,29,78,3,7
9818,HAMH,HH28,2018-10-09,F0063,7,,,N,29,93,4,7
9818,HAMH,HH28,2018-10-09,F0163,1,,,N,1140,490,1140,1
9818,HAMH,HH28,2018-10-09,F0181,1,,,N,243,212,243,1
9818,HAMH,HH28,2018-10-09,F0233,1,21,2930,N,6963,245,220,20
9818,HAMH,HH28,2018-10-09,F0233,2,21,2930,N,6963,279,330,20
9818,HAMH,HH28,2018-10-09,F0233,3,21,2930,N,6963,270,289,20
9818,HAMH,HH28,2018-10-09,F0233,4,21,2930,N,6963,265,204,20
9818,HAMH,HH28,2018-10-09,F0233,5,21,2930,N,6963,279,319,20
9818,HAMH,HH28,2018-10-09,F0233,6,21,2930,N,6963,250,209,20
9818,HAMH,HH28,2018-10-09,F0233,7,21,2930,N,6963,183,79,20
9818,HAMH,HH28,2018-10-09,F0233,8,21,2930,N,6963,238,180,20
9818,HAMH,HH28,2018-10-09,F0233,9,21,2930,N,6963,240,195,20
9818,HAMH,HH28,2018-10-09,F0233,10,21,2930,N,6963,226,160,20
9818,HAMH,HH28,2018-10-09,F0233,11,21,2930,N,6963,230,185,20
9818,HAMH,HH28,2018-10-09,F0233,12,21,2930,N,6963,250,227,20
9818,HAMH,HH28,2018-10-09,F0233,13,21,2930,N,6963,280,340,20
9818,HAMH,HH28,2018-10-09,F0233,14,21,2930,N,6963,256,241,20
9818,HAMH,HH28,2018-10-09,F0233,15,21,2930,N,6963,194,93,20
9818,HAMH,HH28,2018-10-09,F0233,16,21,2930,N,6963,235,169,20
9818,HAMH,HH28,2018-10-09,F0233,17,21,2930,N,6963,267,289,20
9818,HAMH,HH28,2018-10-09,F0233,18,21,2930,N,6963,190,78,20
9818,HAMH,HH28,2018-10-09,F0233,19,21,2930,N,6963,169,60,20
9818,HAMH,HH28,2018-10-09,F0233,20,21,2930,N,6963,235,166,20
9818,HAMH,HH28,2018-10-09,F0301,1,,,N,73,96,12,3
9818,HAMH,HH28,2018-10-09,F0301,2,,,N,73,93,9,3
9818,HAMH,HH28,2018-10-09,F0301,3,,,N,73,165,52,3
9818,HAMH,HH28,2018-10-09,F0313,1,,,N,33,119,33,1
9818,HAMH,HH28,2018-10-09,F0317,1,,,N,149,203,149,1
9818,HAMH,HH28,2018-10-09,F0331,1,,,N,45,109,9,7
9818,HAMH,HH28,2018-10-09,F0331,2,,,N,45,94,7,7
9818,HAMH,HH28,2018-10-09,F0331,3,,,N,45,87,5,7
9818,HAMH,HH28,2018-10-09,F0331,4,,,N,45,88,5,7
9818,HAMH,HH28,2018-10-09,F0331,5,,,N,45,87,6,7
9818,HAMH,HH28,2018-10-09,F0331,6,,,N,45,78,6,7
9818,HAMH,HH28,2018-10-09,F0331,7,,,N,45,94,7,7
9818,HAMH,HH28,2018-10-09,F0334,1,,,N,1830,460,1830,1
9818,HAMH,HH28,2018-10-09,F0342,1,,,N,23,101,6,5
9818,HAMH,HH28,2018-10-09,F0342,2,,,N,23,85,3,5
9818,HAMH,HH28,2018-10-09,F0342,3,,,N,23,105,4,5
9818,HAMH,HH28,2018-10-09,F0342,4,,,N,23,103,7,5
9818,HAMH,HH28,2018-10-09,F0342,5,,,N,23,84,3,5
9818,HAMH,HH28,2018-10-09,F0361,1,,,N,3,77,3,1
9819,HAMH,HH26,2018-10-09,F0063,1,,,N,17,82,7,2
9819,HAMH,HH26,2018-10-09,F0063,2,,,N,17,88,10,2
9819,HAMH,HH26,2018-10-09,F0163,1,,,N,24,125,24,1
9819,HAMH,HH26,2018-10-09,F0181,1,,,N,580,236,338,2
9819,HAMH,HH26,2018-10-09,F0181,2,,,N,580,214,242,2
9819,HAMH,HH26,2018-10-09,F0196,1,,,N,12,91,6,2
9819,HAMH,HH26,2018-10-09,F0196,2,,,N,12,83,6,2
9819,HAMH,HH26,2018-10-09,F0233,1,15,1820,N,6620,379,891,19
9819,HAMH,HH26,2018-10-09,F0233,2,15,1820,N,6620,191,100,19
9819,HAMH,HH26,2018-10-09,F0233,3,15,1820,N,6620,217,143,19
9819,HAMH,HH26,2018-10-09,F0233,4,15,1820,N,6620,232,181,19
9819,HAMH,HH26,2018-10-09,F0233,5,15,1820,N,6620,274,289,19
9819,HAMH,HH26,2018-10-09,F0233,6,15,1820,N,6620,278,322,19
9819,HAMH,HH26,2018-10-09,F0233,7,15,1820,N,6620,279,314,19
9819,HAMH,HH26,2018-10-09,F0233,8,15,1820,N,6620,175,78,19
9819,HAMH,HH26,2018-10-09,F0233,9,15,1820,N,6620,234,182,19
9819,HAMH,HH26,2018-10-09,F0233,10,15,1820,N,6620,310,447,19
9819,HAMH,HH26,2018-10-09,F0233,11,15,1820,N,6620,298,406,19
9819,HAMH,HH26,2018-10-09,F0233,12,15,1820,N,6620,232,165,19
9819,HAMH,HH26,2018-10-09,F0233,13,15,1820,N,6620,302,393,19
9819,HAMH,HH26,2018-10-09,F0233,14,15,1820,N,6620,187,84,19
9819,HAMH,HH26,2018-10-09,F0233,15,15,1820,N,6620,290,350,19
9819,HAMH,HH26,2018-10-09,F0233,16,15,1820,N,6620,209,132,19
9819,HAMH,HH26,2018-10-09,F0233,17,15,1820,N,6620,209,123,19
9819,HAMH,HH26,2018-10-09,F0233,18,15,1820,N,6620,187,90,19
9819,HAMH,HH26,2018-10-09,F0233,19,15,1820,N,6620,195,110,19
9819,HAMH,HH26,2018-10-09,F0301,1,,,N,102,185,102,1
9819,HAMH,HH26,2018-10-09,F0314,1,,,N,1,43,1,1
9819,HAMH,HH26,2018-10-09,F0317,1,,,N,200,149,47,3
9819,HAMH,HH26,2018-10-09,F0317,2,,,N,200,161,53,3
9819,HAMH,HH26,2018-10-09,F0317,3,,,N,200,184,100,3
9819,HAMH,HH26,2018-10-09,F0331,1,,,N,118,99,12,9
9819,HAMH,HH26,2018-10-09,F0331,2,,,N,118,132,24,9
9819,HAMH,HH26,2018-10-09,F0331,3,,,N,118,81,8,9
9819,HAMH,HH26,2018-10-09,F0331,4,,,N,118,122,20,9
9819,HAMH,HH26,2018-10-09,F0331,5,,,N,118,107,14,9
9819,HAMH,HH26,2018-10-09,F0331,6,,,N,118,114,16,9
9819,HAMH,HH26,2018-10-09,F0331,7,,,N,118,91,9,9
9819,HAMH,HH26,2018-10-09,F0331,8,,,N,118,86,7,9
9819,HAMH,HH26,2018-10-09,F0331,9,,,N,118,98,8,9
9819,HAMH,HH26,2018-10-09,F0342,1,,,N,47,109,13,5
9819,HAMH,HH26,2018-10-09,F0342,2,,,N,47,95,7,5
9819,HAMH,HH26,2018-10-09,F0342,3,,,N,47,106,11,5
9819,HAMH,HH26,2018-10-09,F0342,4,,,N,47,104,10,5
9819,HAMH,HH26,2018-10-09,F0342,5,,,N,47,94,6,5
9819,HAMH,HH26,2018-10-09,F0361,1,,,N,6,73,3,2
9819,HAMH,HH26,2018-10-09,F0361,2,,,N,6,73,3,2
9820,HAMH,HH30,2018-10-12,F0063,1,,,N,7,78,7,1
9820,HAMH,HH30,2018-10-12,F0196,1,,,N,14,87,7,2
9820,HAMH,HH30,2018-10-12,F0196,2,,,N,14,86,7,2
9820,HAMH,HH30,2018-10-12,F0233,1,,,N,432,224,135,3
9820,HAMH,HH30,2018-10-12,F0233,2,,,N,432,220,186,3
9820,HAMH,HH30,2018-10-12,F0233,3,,,N,432,204,111,3
9822,HAMH,HH34,2018-10-11,F0075,1,,,N,8210,866,8210,1
9822,HAMH,HH34,2018-10-11,F0181,1,,,N,727,285,727,1
9822,HAMH,HH34,2018-10-11,F0233,1,,,N,174,220,174,1
9822,HAMH,HH34,2018-10-11,F0311,1,,,N,312,184,139,2
9822,HAMH,HH34,2018-10-11,F0311,2,,,N,312,202,173,2
9822,HAMH,HH34,2018-10-11,F0342,1,,,N,14,95,5,2
9822,HAMH,HH34,2018-10-11,F0342,2,,,N,14,97,9,2
9822,HAMH,HH34,2018-10-11,F0361,1,,,N,7,73,3,3
9822,HAMH,HH34,2018-10-11,F0361,2,,,N,7,71,2,3
9822,HAMH,HH34,2018-10-11,F0361,3,,,N,7,72,2,3
9823,HAMH,HH36,2018-10-11,F0063,1,,,N,1349,417,1349,1
9823,HAMH,HH36,2018-10-11,F0311,1,,,N,83,159,83,1
9823,HAMH,HH36,2018-10-11,F0314,1,,,N,38,115,38,1
9823,HAMH,HH36,2018-10-11,F0316,1,,,N,1730,475,1730,1
9823,HAMH,HH36,2018-10-11,F0317,1,,,N,2761,185,107,4
9823,HAMH,HH36,2018-10-11,F0317,2,,,N,2761,188,114,4
9823,HAMH,HH36,2018-10-11,F0317,3,,,N,2761,431,1500,4
9823,HAMH,HH36,2018-10-11,F0317,4,,,N,2761,380,1040,4
9823,HAMH,HH36,2018-10-11,F0331,1,,,N,94,186,94,1
9823,HAMH,HH36,2018-10-11,F0342,1,,,N,7,90,7,1
9824,HAMH,HH37,2018-10-11,F0063,1,,,N,30,93,17,2
9824,HAMH,HH37,2018-10-11,F0063,2,,,N,30,96,13,2
9824,HAMH,HH37,2018-10-11,F0233,1,,,N,501,265,242,3
9824,HAMH,HH37,2018-10-11,F0233,2,,,N,501,208,121,3
9824,HAMH,HH37,2018-10-11,F0233,3,,,N,501,210,138,3
9824,HAMH,HH37,2018-10-11,F0313,1,,,N,33,115,33,1
9824,HAMH,HH37,2018-10-11,F0314,1,,,N,97,159,97,1
9824,HAMH,HH37,2018-10-11,F0317,1,,,N,1090,149,40,2
9824,HAMH,HH37,2018-10-11,F0317,2,,,N,1090,391,1050,2
9824,HAMH,HH37,2018-10-11,F0331,1,,,N,21,95,11,2
9824,HAMH,HH37,2018-10-11,F0331,2,,,N,21,86,10,2
9824,HAMH,HH37,2018-10-11,F0342,1,,,N,6,80,6,1
9824,HAMH,HH37,2018-10-11,F0361,1,,,N,3,81,3,1
9825,HAMH,HH38,2018-10-11,F0063,1,,,N,12,94,12,1
9825,HAMH,HH38,2018-10-11,F0075,1,,,W,4423.2,877,4423.2,1
9825,HAMH,HH38,2018-10-11,F0131,1,,,N,1908,664,1908,1
9825,HAMH,HH38,2018-10-11,F0163,1,,,N,974,455,974,1
9825,HAMH,HH38,2018-10-11,F0181,1,,,N,993,320,993,1
9825,HAMH,HH38,2018-10-11,F0186,1,,,W,3071.4,530,3071.4,1
9825,HAMH,HH38,2018-10-11,F0233,1,,,N,1276,197,94,8
9825,HAMH,HH38,2018-10-11,F0233,2,,,N,1276,274,303,8
9825,HAMH,HH38,2018-10-11,F0233,3,,,N,1276,205,118,8
9825,HAMH,HH38,2018-10-11,F0233,4,,,N,1276,234,191,8
9825,HAMH,HH38,2018-10-11,F0233,5,,,N,1276,224,157,8
9825,HAMH,HH38,2018-10-11,F0233,6,,,N,1276,256,244,8
9825,HAMH,HH38,2018-10-11,F0233,7,,,N,1276,187,76,8
9825,HAMH,HH38,2018-10-11,F0233,8,,,N,1276,186,93,8
9825,HAMH,HH38,2018-10-11,F0313,1,,,N,275,134,65,8
9825,HAMH,HH38,2018-10-11,F0313,2,,,N,275,84,12,8
9825,HAMH,HH38,2018-10-11,F0313,3,,,N,275,126,55,8
9825,HAMH,HH38,2018-10-11,F0313,4,,,N,275,110,33,8
9825,HAMH,HH38,2018-10-11,F0313,5,,,N,275,120,44,8
9825,HAMH,HH38,2018-10-11,F0313,6,,,N,275,77,12,8
9825,HAMH,HH38,2018-10-11,F0313,7,,,N,275,66,6,8
9825,HAMH,HH38,2018-10-11,F0313,8,,,N,275,124,48,8
9825,HAMH,HH38,2018-10-11,F0314,1,,,N,175,151,80,2
9825,HAMH,HH38,2018-10-11,F0314,2,,,N,175,155,95,2
9825,HAMH,HH38,2018-10-11,F0317,1,,,N,318,81,4,8
9825,HAMH,HH38,2018-10-11,F0317,2,,,N,318,96,10,8
9825,HAMH,HH38,2018-10-11,F0317,3,,,N,318,104,17,8
9825,HAMH,HH38,2018-10-11,F0317,4,,,N,318,173,81,8
9825,HAMH,HH38,2018-10-11,F0317,5,,,N,318,164,71,8
9825,HAMH,HH38,2018-10-11,F0317,6,,,N,318,134,42,8
9825,HAMH,HH38,2018-10-11,F0317,7,,,N,318,139,41,8
9825,HAMH,HH38,2018-10-11,F0317,8,,,N,318,151,52,8
9825,HAMH,HH38,2018-10-11,F0319,1,,,N,104,184,104,1
9825,HAMH,HH38,2018-10-11,F0331,1,,,N,77,95,7,6
9825,HAMH,HH38,2018-10-11,F0331,2,,,N,77,142,27,6
9825,HAMH,HH38,2018-10-11,F0331,3,,,N,77,97,12,6
9825,HAMH,HH38,2018-10-11,F0331,4,,,N,77,96,12,6
9825,HAMH,HH38,2018-10-11,F0331,5,,,N,77,86,9,6
9825,HAMH,HH38,2018-10-11,F0331,6,,,N,77,94,10,6
9825,HAMH,HH38,2018-10-11,F0361,1,,,N,9,84,5,2
9825,HAMH,HH38,2018-10-11,F0361,2,,,N,9,81,4,2
9826,HAMH,HH42B,2018-10-11,F0220,1,,,N,10,86,10,1
9826,HAMH,HH42B,2018-10-11,F0233,1,,,N,139,205,139,1
9826,HAMH,HH42B,2018-10-11,F0311,1,,,N,29,113,29,1
9826,HAMH,HH42B,2018-10-11,F0314,1,,,N,178,140,63,3
9826,HAMH,HH42B,2018-10-11,F0314,2,,,N,178,118,37,3
9826,HAMH,HH42B,2018-10-11,F0314,3,,,N,178,151,78,3
9826,HAMH,HH42B,2018-10-11,F0317,1,,,N,2938,182,99,12
9826,HAMH,HH42B,2018-10-11,F0317,2,,,N,2938,170,91,12
9826,HAMH,HH42B,2018-10-11,F0317,3,,,N,2938,155,58,12
9826,HAMH,HH42B,2018-10-11,F0317,4,,,N,2938,161,77,12
9826,HAMH,HH42B,2018-10-11,F0317,5,,,N,2938,160,66,12
9826,HAMH,HH42B,2018-10-11,F0317,6,,,N,2938,165,65,12
9826,HAMH,HH42B,2018-10-11,F0317,7,,,N,2938,150,57,12
9826,HAMH,HH42B,2018-10-11,F0317,8,,,N,2938,140,38,12
9826,HAMH,HH42B,2018-10-11,F0317,9,,,N,2938,115,19,12
9826,HAMH,HH42B,2018-10-11,F0317,10,,,N,2938,88,8,12
9826,HAMH,HH42B,2018-10-11,F0317,11,,,N,2938,440,1310,12
9826,HAMH,HH42B,2018-10-11,F0317,12,,,N,2938,376,1050,12
9826,HAMH,HH42B,2018-10-11,F0331,1,,,N,117,161,53,3
9826,HAMH,HH42B,2018-10-11,F0331,2,,,N,117,165,52,3
9826,HAMH,HH42B,2018-10-11,F0331,3,,,N,117,104,12,3
9827,HAMH,HH42A,2018-10-11,F0075,1,,,N,10040,855,10040,1
9827,HAMH,HH42A,2018-10-11,F0131,1,,,B,4548.6,590,1470,3
9827,HAMH,HH42A,2018-10-11,F0131,2,,,W,4548.6,590,1498.9,3
9827,HAMH,HH42A,2018-10-11,F0131,3,,,W,4548.6,600,1579.7,3
9827,HAMH,HH42A,2018-10-11,F0181,1,,,N,690,296,690,1
9827,HAMH,HH42A,2018-10-11,F0186,1,,,N,8410,625,6340,2
9827,HAMH,HH42A,2018-10-11,F0186,2,,,N,8410,478,2070,2
9827,HAMH,HH42A,2018-10-11,F0220,1,,,N,112,176,112,1
9827,HAMH,HH42A,2018-10-11,F0233,1,,,N,1750,326,540,5
9827,HAMH,HH42A,2018-10-11,F0233,2,,,N,1750,349,700,5
9827,HAMH,HH42A,2018-10-11,F0233,3,,,N,1750,236,166,5
9827,HAMH,HH42A,2018-10-11,F0233,4,,,N,1750,269,273,5
9827,HAMH,HH42A,2018-10-11,F0233,5,,,N,1750,176,71,5
9827,HAMH,HH42A,2018-10-11,F0314,1,,,N,104,149,80,3
9827,HAMH,HH42A,2018-10-11,F0314,2,,,N,104,96,18,3
9827,HAMH,HH42A,2018-10-11,F0314,3,,,N,104,59,6,3
9827,HAMH,HH42A,2018-10-11,F0316,1,,,W,417.3,300,417.3,1
9827,HAMH,HH42A,2018-10-11,F0317,1,,,N,2263,405,1410,9
9827,HAMH,HH42A,2018-10-11,F0317,2,,,N,2263,344,500,9
9827,HAMH,HH42A,2018-10-11,F0317,3,,,N,2263,160,165,9
9827,HAMH,HH42A,2018-10-11,F0317,4,,,N,2263,153,59,9
9827,HAMH,HH42A,2018-10-11,F0317,5,,,N,2263,145,46,9
9827,HAMH,HH42A,2018-10-11,F0317,6,,,N,2263,135,37,9
9827,HAMH,HH42A,2018-10-11,F0317,7,,,N,2263,134,31,9
9827,HAMH,HH42A,2018-10-11,F0317,8,,,N,2263,88,6,9
9827,HAMH,HH42A,2018-10-11,F0317,9,,,N,2263,113,9,9
9827,HAMH,HH42A,2018-10-11,F0331,1,,,N,168,216,151,2
9827,HAMH,HH42A,2018-10-11,F0331,2,,,N,168,115,17,2
9827,HAMH,HH42A,2018-10-11,F0342,1,,,N,23,116,15,2
9827,HAMH,HH42A,2018-10-11,F0342,2,,,N,23,93,8,2
9827,HAMH,HH42A,2018-10-11,F0361,1,,,N,4,85,4,1
9828,HAMH,HH41B,2018-10-11,F0063,1,,,N,14,91,14,1
9828,HAMH,HH41B,2018-10-11,F0075,1,,,W,22252.2,857,4149,6
9828,HAMH,HH41B,2018-10-11,F0075,2,,,W,22252.2,795,3368.7,6
9828,HAMH,HH41B,2018-10-11,F0075,3,,,W,22252.2,771,3094.1,6
9828,HAMH,HH41B,2018-10-11,F0075,4,,,W,22252.2,875,4395.3,6
9828,HAMH,HH41B,2018-10-11,F0075,5,,,W,22252.2,825,3733.3,6
9828,HAMH,HH41B,2018-10-11,F0075,6,,,W,22252.2,807,3511.7,6
9828,HAMH,HH41B,2018-10-11,F0186,1,,,W,3155.4,535,3155.4,1
9828,HAMH,HH41B,2018-10-11,F0233,1,,,N,114,205,114,1
9828,HAMH,HH41B,2018-10-11,F0314,1,,,N,55,137,55,1
9828,HAMH,HH41B,2018-10-11,F0317,1,,,N,45,140,45,1
9828,HAMH,HH41B,2018-10-11,F0361,1,,,N,2,77,2,1
9829,HAMH,HH39,2018-10-11,F0051,1,,,N,503,370,503,1
9829,HAMH,HH39,2018-10-11,F0186,1,,,W,3999.4,581,3999.4,1
9829,HAMH,HH39,2018-10-11,F0220,1,,,N,49,147,49,1
9829,HAMH,HH39,2018-10-11,F0233,1,,,N,3529,127,125,19
9829,HAMH,HH39,2018-10-11,F0233,2,,,N,3529,232,135,19
9829,HAMH,HH39,2018-10-11,F0233,3,,,N,3529,323,446,19
9829,HAMH,HH39,2018-10-11,F0233,4,,,N,3529,247,214,19
9829,HAMH,HH39,2018-10-11,F0233,5,,,N,3529,315,482,19
9829,HAMH,HH39,2018-10-11,F0233,6,,,N,3529,219,138,19
9829,HAMH,HH39,2018-10-11,F0233,7,,,N,3529,296,343,19
9829,HAMH,HH39,2018-10-11,F0233,8,,,N,3529,194,102,19
9829,HAMH,HH39,2018-10-11,F0233,9,,,N,3529,225,149,19
9829,HAMH,HH39,2018-10-11,F0233,10,,,N,3529,198,101,19
9829,HAMH,HH39,2018-10-11,F0233,11,,,N,3529,204,100,19
9829,HAMH,HH39,2018-10-11,F0233,12,,,N,3529,229,175,19
9829,HAMH,HH39,2018-10-11,F0233,13,,,N,3529,220,250,19
9829,HAMH,HH39,2018-10-11,F0233,14,,,N,3529,170,66,19
9829,HAMH,HH39,2018-10-11,F0233,15,,,N,3529,201,103,19
9829,HAMH,HH39,2018-10-11,F0233,16,,,N,3529,236,173,19
9829,HAMH,HH39,2018-10-11,F0233,17,,,N,3529,248,205,19
9829,HAMH,HH39,2018-10-11,F0233,18,,,N,3529,198,93,19
9829,HAMH,HH39,2018-10-11,F0233,19,,,N,3529,210,129,19
9829,HAMH,HH39,2018-10-11,F0301,1,,,N,175,195,139,2
9829,HAMH,HH39,2018-10-11,F0301,2,,,N,175,148,36,2
9829,HAMH,HH39,2018-10-11,F0313,1,,,N,157,134,63,3
9829,HAMH,HH39,2018-10-11,F0313,2,,,N,157,134,63,3
9829,HAMH,HH39,2018-10-11,F0313,3,,,N,157,125,31,3
9829,HAMH,HH39,2018-10-11,F0317,1,,,N,12,109,12,1
9829,HAMH,HH39,2018-10-11,F0361,1,,,N,17,84,2,7
9829,HAMH,HH39,2018-10-11,F0361,2,,,N,17,72,2,7
9829,HAMH,HH39,2018-10-11,F0361,3,,,N,17,75,3,7
9829,HAMH,HH39,2018-10-11,F0361,4,,,N,17,77,3,7
9829,HAMH,HH39,2018-10-11,F0361,5,,,N,17,74,3,7
9829,HAMH,HH39,2018-10-11,F0361,6,,,N,17,74,3,7
9829,HAMH,HH39,2018-10-11,F0361,7,,,N,17,73,1,7
